user_id,movie_id,movie_title,emotion,event_type,rating,liked,watched_duration_minutes
user_9409,movie_440,Jaws,angry,watched,7.5,1,108
user_9497,movie_441,The Sixth Sense,angry,watched,7.5,1,84
user_4041,movie_442,The Prestige,sad,watched,7.6,0,173
user_4431,movie_443,Titanic,sad,watched,7.6,1,143
user_5240,movie_444,Mindhunter,calm,watched,6.7,0,118
user_8534,movie_445,Mean Girls,happy,watched,8.4,1,96
user_4424,movie_446,Roman Holiday,angry,watched,9.4,1,118
user_7677,movie_447,Drive,stressed,watched,9.1,0,130
user_4109,movie_448,Into the Wild,sad,watched,8.8,1,136
user_8206,movie_449,X-Men: Days of Future Past,stressed,watched,9.8,0,122
user_7152,movie_450,A Quiet Place,calm,watched,6.8,0,138
user_4419,movie_451,Into the Wild,sad,watched,9.4,1,151
user_5163,movie_452,The Blair Witch Project,sad,browsed,7.2,0,155
user_9729,movie_453,The Notebook,neutral,watched,6.5,0,114
user_3562,movie_454,Spider-Man: Homecoming,excited,browsed,7.8,0,98
user_9272,movie_455,Gone Girl,calm,browsed,7.4,0,155
user_7847,movie_456,Pulp Fiction,sad,watched,7.6,0,164
user_1502,movie_457,The Conjuring,neutral,watched,7.9,1,120
user_5523,movie_458,The Great Barrier Reef,happy,watched,7.0,1,171
user_8757,movie_459,The Pursuit of Happyness,stressed,watched,8.3,1,169
user_6628,movie_460,Mission: Impossible,neutral,watched,6.9,0,95
user_4054,movie_461,Central Intelligence,calm,watched,6.6,0,115
user_2194,movie_462,Ex Machina,angry,watched,9.4,1,94
user_5815,movie_463,Baby Driver,excited,watched,8.6,0,125
user_1650,movie_464,Up,stressed,browsed,9.1,0,165
user_9338,movie_465,The Dark Knight,calm,watched,8.0,0,91
user_8829,movie_466,Inside Out,stressed,watched,6.2,0,113
user_7970,movie_467,Central Intelligence,angry,watched,7.7,1,96
user_4687,movie_468,Good Will Hunting,excited,watched,9.4,1,133
user_1765,movie_469,Central Intelligence,angry,watched,9.2,1,167
user_3330,movie_470,Tropic Thunder,angry,watched,7.8,1,139
user_5560,movie_471,The Prestige,excited,watched,8.2,1,93
user_1075,movie_472,Into the Wild,calm,watched,8.4,1,150
user_2516,movie_473,Inception,sad,watched,8.9,1,140
user_3879,movie_474,The Fault in Our Stars,calm,watched,9.6,1,154
user_4783,movie_475,The Ring,calm,browsed,7.8,0,138
user_8690,movie_476,Inception,sad,browsed,8.1,0,137
user_9203,movie_477,The Sixth Sense,neutral,browsed,7.0,0,150
user_5451,movie_478,Deadpool,excited,watched,10.0,1,128
user_4122,movie_479,Gone Girl,excited,watched,8.5,1,137
user_5198,movie_480,The Godfather,calm,watched,6.8,0,169
user_5565,movie_481,Mad Max: Fury Road,happy,watched,7.9,1,138
user_6870,movie_482,Memento,neutral,watched,8.3,1,125
user_1787,movie_483,Iron Man,calm,watched,6.6,0,116
user_3261,movie_484,Fast & Furious,stressed,browsed,7.4,0,141
user_5399,movie_485,Fight Club,angry,browsed,7.3,0,135
user_2310,movie_486,Kingsman,happy,watched,7.9,1,170
user_5784,movie_487,Murder on the Orient Express,sad,watched,9.9,1,105
user_8215,movie_488,The Avengers,stressed,watched,7.9,1,111
user_4718,movie_489,Ready Player One,sad,watched,8.8,1,174
user_6611,movie_490,Forrest Gump,calm,watched,8.4,0,152
user_1506,movie_491,Mad Max: Fury Road,angry,watched,7.7,1,161
user_7598,movie_492,The Game,angry,watched,7.6,1,105
user_6949,movie_493,Casablanca,excited,browsed,9.0,0,86
user_7598,movie_494,Don't Breathe,angry,watched,7.9,1,97
user_5047,movie_495,Cast Away,calm,watched,6.9,0,141
user_3509,movie_496,Frozen,stressed,watched,6.4,0,143
user_4846,movie_497,Life,calm,browsed,8.4,0,117
user_5198,movie_498,Knives Out,happy,watched,7.4,1,130
user_7040,movie_499,Jaws,neutral,watched,6.5,0,149
user_7839,movie_0,The Wolf of Wall Street,neutral,browsed,9.1,0,173
user_7016,movie_1,Se7en,neutral,watched,7.6,1,144
user_7913,movie_2,The Godfather,excited,watched,7.2,1,116
user_7205,movie_3,Ratatouille,stressed,watched,7.3,1,172
user_1367,movie_4,Pulp Fiction,neutral,watched,8.8,1,147
user_2914,movie_5,Moneyball,neutral,browsed,9.1,0,163
user_6123,movie_6,Frozen Planet,happy,watched,9.7,1,108
user_8824,movie_7,Rocky,happy,watched,7.9,0,120
user_3295,movie_8,The Godfather,excited,watched,7.3,1,110
user_6064,movie_9,Deadpool,excited,watched,8.4,0,100
user_5046,movie_10,Hidden Figures,stressed,watched,8.5,1,89
user_3392,movie_11,The Silence of the Lambs,happy,watched,8.4,1,120
user_4892,movie_12,Arrival,calm,watched,8.5,1,92
user_8510,movie_13,Frozen Planet,neutral,watched,7.7,0,140
user_8850,movie_14,Up,neutral,watched,6.7,0,99
user_4899,movie_15,Logan,angry,watched,8.0,1,82
user_2340,movie_16,The Avengers,angry,watched,7.4,1,121
user_6783,movie_17,Superbad,happy,watched,9.0,1,174
user_2803,movie_18,The Blair Witch Project,stressed,watched,7.6,0,128
user_2489,movie_19,Forrest Gump,happy,watched,6.7,0,150
user_1601,movie_20,Coco,excited,watched,9.3,1,143
user_8213,movie_21,Jurassic World,happy,watched,9.6,1,159
user_1913,movie_22,The Maze Runner,calm,watched,5.6,0,147
user_8297,movie_23,La La Land,excited,browsed,8.0,0,136
user_3359,movie_24,Deadpool,stressed,watched,6.8,0,126
user_7386,movie_25,A Quiet Place,neutral,browsed,8.5,0,142
user_6008,movie_26,The Nice Guys,neutral,watched,7.6,1,111
user_5359,movie_27,Inception,sad,watched,9.5,1,162
user_2031,movie_28,Memento,happy,watched,8.9,1,175
user_3091,movie_29,The Prestige,calm,watched,8.5,1,94
user_1154,movie_30,The Nice Guys,calm,watched,7.9,1,148
user_2296,movie_31,Horrible Bosses,happy,watched,7.0,0,162
user_6020,movie_32,Pulp Fiction,angry,watched,7.2,1,121
user_9910,movie_33,Scarface,stressed,browsed,8.1,0,137
user_7503,movie_34,Mission: Impossible,angry,watched,8.6,0,175
user_4672,movie_35,X-Men: Days of Future Past,neutral,watched,8.4,1,106
user_2862,movie_36,Trainspotting,angry,watched,8.0,0,126
user_1182,movie_37,Superbad,angry,watched,7.0,1,113
user_6366,movie_38,Erin Brockovich,stressed,watched,8.3,1,161
user_5657,movie_39,Good Will Hunting,stressed,watched,8.3,1,148
user_6496,movie_40,Arrival,stressed,watched,8.0,0,172
user_6354,movie_41,Inception,neutral,watched,7.1,0,99
user_4588,movie_42,The Dark Knight,angry,watched,8.3,1,142
user_3172,movie_43,Atomic Blonde,angry,watched,8.2,0,158
user_6892,movie_44,Jump Street,angry,browsed,10.0,0,105
user_8346,movie_45,Requiem for a Dream,stressed,watched,7.1,1,88
user_3781,movie_46,The Ring,angry,watched,6.6,0,137
user_8567,movie_47,The Great Barrier Reef,excited,watched,7.4,1,133
user_1085,movie_48,The Lion King,sad,watched,8.2,1,166
user_9152,movie_49,X-Men: Days of Future Past,stressed,watched,8.4,1,128
user_5066,movie_50,The Ring,excited,browsed,8.2,0,109
user_4377,movie_51,Moana,neutral,watched,5.9,0,146
user_3080,movie_52,Toy Story,stressed,watched,9.2,1,114
user_9713,movie_53,Ratatouille,stressed,watched,6.6,0,153
user_6101,movie_54,Why Did You Kill Me,angry,browsed,8.0,0,126
user_4847,movie_55,Arrival,angry,browsed,8.4,0,164
user_6641,movie_56,Captain America,calm,watched,7.6,1,85
user_2208,movie_57,Forrest Gump,angry,watched,8.0,1,96
user_2693,movie_58,Moneyball,calm,browsed,10.0,0,91
user_3047,movie_59,The Wolf of Wall Street,excited,browsed,9.6,0,107
user_9025,movie_60,The Wolf of Wall Street,stressed,watched,7.5,0,123
user_6828,movie_61,Rocky,sad,watched,7.4,1,154
user_7721,movie_62,The Matrix,angry,watched,6.7,0,127
user_8551,movie_63,Baby Driver,happy,watched,6.7,0,99
user_3622,movie_64,The Pursuit of Happyness,happy,browsed,7.0,0,120
user_2448,movie_65,Kingsman,happy,watched,8.9,1,152
user_5165,movie_66,Jump Street,angry,watched,6.9,0,84
user_9548,movie_67,Moana,sad,watched,8.7,1,165
user_4352,movie_68,La La Land,calm,watched,7.7,0,170
user_9694,movie_69,Our Planet,neutral,watched,8.2,0,173
user_4457,movie_70,Baby Driver,calm,watched,8.7,1,159
user_1701,movie_71,Why Did You Kill Me,calm,browsed,6.8,0,160
user_1985,movie_72,The Dark Knight,angry,watched,8.8,1,176
user_4281,movie_73,The Blair Witch Project,excited,watched,7.1,1,98
user_5845,movie_74,The Great Barrier Reef,angry,watched,9.6,1,81
user_7277,movie_75,The Avengers,excited,browsed,9.3,0,162
user_7331,movie_76,Good Will Hunting,excited,watched,6.7,0,117
user_7186,movie_77,Erin Brockovich,happy,watched,5.8,0,85
user_8197,movie_78,Frozen Planet,angry,watched,8.7,1,178
user_8445,movie_79,Casablanca,neutral,watched,7.6,1,116
user_1393,movie_80,Avatar,stressed,watched,7.5,1,161
user_2027,movie_81,Zodiac,excited,browsed,8.9,0,84
user_7821,movie_82,Bridesmaids,calm,watched,9.4,0,132
user_9029,movie_83,The Revenant,stressed,watched,10.0,1,151
user_6549,movie_84,Pulp Fiction,excited,watched,8.8,0,161
user_9138,movie_85,Casablanca,neutral,watched,7.0,1,132
user_5699,movie_86,Inception,neutral,watched,6.8,0,139
user_1478,movie_87,A Walk to Remember,sad,watched,8.2,0,121
user_3313,movie_88,The Fault in Our Stars,calm,watched,7.6,1,141
user_3411,movie_89,The Godfather,happy,watched,7.1,0,141
user_5424,movie_90,Wall-E,angry,watched,7.8,1,156
user_7152,movie_91,Mad Max: Fury Road,calm,watched,8.2,0,161
user_3394,movie_92,Arrival,excited,watched,8.9,1,151
user_2281,movie_93,Frozen Planet,sad,browsed,7.2,0,131
user_3322,movie_94,Avatar,happy,watched,7.0,1,158
user_9854,movie_95,Whiplash,sad,watched,7.9,0,154
user_7371,movie_96,Deadpool,happy,browsed,9.1,0,149
user_8065,movie_97,Thor,angry,watched,8.5,1,118
user_8312,movie_98,The Hunger Games,stressed,watched,8.1,1,102
user_9827,movie_99,Murder on the Orient Express,stressed,watched,8.6,1,87
user_5304,movie_100,Sinister,sad,watched,6.8,0,151
user_1902,movie_101,Into the Wild,calm,watched,7.6,0,110
user_6085,movie_102,Ex Machina,sad,watched,8.8,1,106
user_4073,movie_103,Central Intelligence,happy,watched,8.8,1,104
user_5480,movie_104,Jurassic World,calm,watched,8.0,1,125
user_6400,movie_105,Moana,stressed,watched,7.1,1,174
user_5872,movie_106,Trainspotting,happy,watched,8.8,1,170
user_2959,movie_107,Social Network,happy,watched,7.4,1,125
user_6784,movie_108,Moneyball,happy,watched,7.5,0,142
user_9332,movie_109,Arrival,calm,browsed,7.9,0,114
user_8827,movie_110,Deadpool,sad,watched,8.0,0,173
user_8129,movie_111,Memento,angry,watched,7.5,1,90
user_2290,movie_112,The Big Short,happy,watched,7.9,1,175
user_6848,movie_113,Mean Girls,neutral,watched,10.0,1,97
user_7270,movie_114,The Prestige,stressed,browsed,8.8,0,178
user_4912,movie_115,American Beauty,neutral,watched,7.8,0,155
user_9930,movie_116,Bridesmaids,angry,watched,8.7,1,109
user_3490,movie_117,Don't Breathe,happy,watched,8.3,1,178
user_3060,movie_118,A Walk to Remember,excited,watched,8.4,1,128
user_7789,movie_119,The Godfather,neutral,watched,7.5,1,159
user_4076,movie_120,Singin' in the Rain,sad,watched,8.4,1,149
user_3672,movie_121,The Nice Guys,neutral,watched,8.1,1,95
user_8134,movie_122,Braveheart,neutral,watched,9.4,1,179
user_4285,movie_123,Mission: Impossible,stressed,watched,8.2,1,81
user_6393,movie_124,Drive,angry,watched,8.4,1,126
user_4038,movie_125,The Godfather,angry,watched,8.8,0,164
user_6402,movie_126,Erin Brockovich,angry,watched,7.2,1,168
user_3546,movie_127,Scarface,happy,watched,6.0,0,82
user_1802,movie_128,The Fault in Our Stars,happy,watched,8.0,1,82
user_3945,movie_129,Atomic Blonde,neutral,watched,7.8,1,88
user_2198,movie_130,Up,calm,watched,9.2,1,93
user_1157,movie_131,The Notebook,neutral,watched,9.1,1,91
user_2096,movie_132,Black Swan,sad,watched,7.0,0,172
user_7886,movie_133,A Quiet Place,calm,watched,7.8,1,87
user_2458,movie_134,Good Will Hunting,angry,watched,7.7,1,171
user_1200,movie_135,Frozen,excited,watched,8.4,1,107
user_8357,movie_136,The Silence of the Lambs,stressed,watched,7.8,1,84
user_3423,movie_137,The Sixth Sense,neutral,watched,8.8,1,107
user_3143,movie_138,The Matrix,sad,watched,9.7,0,179
user_7945,movie_139,Good Will Hunting,sad,watched,9.4,1,174
user_9158,movie_140,Parasite,calm,watched,8.6,1,123
user_1412,movie_141,Thor,calm,watched,8.4,1,108
user_9961,movie_142,The Sixth Sense,calm,watched,6.9,0,84
user_5509,movie_143,The Wolf of Wall Street,calm,watched,7.2,1,133
user_2990,movie_144,The Game,angry,watched,8.9,1,153
user_4792,movie_145,Coco,calm,watched,8.1,1,162
user_2344,movie_146,The Big Short,excited,watched,7.6,1,118
user_9787,movie_147,The Karate Kid,happy,browsed,8.1,0,89
user_2248,movie_148,Bridesmaids,angry,watched,10.0,0,154
user_9252,movie_149,Coco,happy,watched,8.4,0,145
user_3605,movie_150,The Notebook,excited,browsed,8.1,0,172
user_7604,movie_151,Black Panther,calm,watched,8.8,0,159
user_4861,movie_152,Good Will Hunting,stressed,watched,6.7,0,120
user_5173,movie_153,127 Hours,angry,watched,8.8,0,171
user_5428,movie_154,American Beauty,stressed,watched,6.4,0,147
user_4061,movie_155,Breakthrough,angry,browsed,7.1,0,177
user_5973,movie_156,Moneyball,calm,watched,8.0,1,178
user_7606,movie_157,Squid Game,happy,watched,8.8,0,113
user_5457,movie_158,Black Swan,neutral,watched,6.4,0,132
user_1663,movie_159,Sinister,excited,watched,7.8,0,154
user_7023,movie_160,Drive,excited,watched,8.4,1,96
user_8084,movie_161,The Wolf of Wall Street,angry,watched,6.3,0,154
user_6312,movie_162,Singin' in the Rain,angry,watched,8.6,1,126
user_2032,movie_163,Thor,happy,watched,9.8,1,145
user_9206,movie_164,The Game,angry,watched,8.5,1,173
user_3961,movie_165,The Game,stressed,watched,8.8,1,136
user_3539,movie_166,Tropic Thunder,neutral,watched,9.3,0,172
user_5845,movie_167,The Wolf of Wall Street,happy,browsed,7.2,0,119
user_5833,movie_168,Casablanca,angry,watched,6.7,0,172
user_3940,movie_169,Casablanca,excited,browsed,7.7,0,152
user_8035,movie_170,Planet Earth,happy,watched,9.0,1,159
user_2102,movie_171,Pulp Fiction,excited,watched,8.9,1,151
user_6388,movie_172,March of the Penguins,neutral,watched,8.7,0,113
user_8783,movie_173,Coco,excited,watched,6.8,0,82
user_6968,movie_174,Finding Nemo,stressed,browsed,7.4,0,116
user_6046,movie_175,The Notebook,happy,watched,8.0,1,124
user_1066,movie_176,The Notebook,excited,watched,6.5,0,157
user_4276,movie_177,The Silence of the Lambs,excited,watched,6.6,0,157
user_2030,movie_178,A Walk to Remember,excited,browsed,7.0,0,144
user_2245,movie_179,Rocky,stressed,watched,9.8,1,119
user_4660,movie_180,The Notebook,calm,watched,8.4,1,93
user_1213,movie_181,The Blair Witch Project,calm,watched,7.2,1,95
user_7044,movie_182,The Matrix,neutral,watched,8.0,1,150
user_4785,movie_183,Sherlock Holmes,neutral,watched,8.6,0,140
user_6078,movie_184,Frozen Planet,happy,watched,8.2,1,130
user_9497,movie_185,The Notebook,excited,watched,10.0,1,80
user_5842,movie_186,Breakfast at Tiffany's,excited,watched,8.4,0,159
user_1253,movie_187,Titanic,calm,browsed,7.5,0,131
user_4606,movie_188,The Maze Runner,angry,watched,10.0,1,131
user_3585,movie_189,The Karate Kid,calm,watched,8.4,1,97
user_8335,movie_190,Planet Earth,excited,watched,8.0,1,88
user_3401,movie_191,Squid Game,stressed,watched,7.3,0,172
user_1311,movie_192,Interstellar,sad,browsed,8.1,0,169
user_5596,movie_193,Memento,stressed,watched,8.5,0,99
user_8039,movie_194,Slumdog Millionaire,angry,browsed,9.1,0,85
user_6284,movie_195,The Shawshank Redemption,neutral,watched,7.1,1,120
user_6267,movie_196,Black Swan,happy,watched,8.0,1,155
user_8344,movie_197,Breakthrough,neutral,watched,10.0,1,166
user_6326,movie_198,A Quiet Place,calm,watched,8.5,1,151
user_9250,movie_199,Breakfast at Tiffany's,calm,watched,7.4,1,152
user_7609,movie_200,Blue Planet,angry,watched,8.1,1,145
user_3022,movie_201,The Big Short,sad,watched,8.2,1,132
user_8606,movie_202,Slumdog Millionaire,neutral,watched,7.7,0,177
user_7200,movie_203,The Revenant,calm,watched,7.5,1,141
user_9767,movie_204,The Notebook,angry,browsed,7.8,0,126
user_8440,movie_205,The Prestige,calm,watched,7.5,1,82
user_8657,movie_206,The Ring,excited,watched,6.6,0,134
user_2265,movie_207,Tropic Thunder,excited,watched,8.2,1,120
user_5048,movie_208,The Karate Kid,calm,watched,7.3,1,148
user_2908,movie_209,Jump Street,happy,watched,8.6,0,168
user_3228,movie_210,John Wick,happy,watched,8.0,1,155
user_4768,movie_211,Requiem for a Dream,stressed,browsed,8.4,0,148
user_9808,movie_212,Arrival,excited,watched,8.0,1,137
user_8862,movie_213,The Fault in Our Stars,sad,watched,9.4,1,101
user_1175,movie_214,Black Swan,calm,watched,9.6,0,104
user_2923,movie_215,La La Land,excited,watched,9.2,1,150
user_1394,movie_216,Forrest Gump,neutral,browsed,9.6,0,176
user_7715,movie_217,Mad Max: Fury Road,angry,watched,6.2,0,96
user_8249,movie_218,Knives Out,sad,watched,8.6,1,159
user_7447,movie_219,Roman Holiday,neutral,watched,7.2,1,165
user_3541,movie_220,Up,angry,browsed,9.1,0,117
user_3941,movie_221,A Walk to Remember,sad,watched,9.2,1,140
user_2882,movie_222,Hereditary,sad,watched,7.9,1,112
user_4042,movie_223,Ratatouille,excited,watched,9.4,1,88
user_7602,movie_224,The Conjuring,stressed,watched,7.1,0,169
user_4282,movie_225,Sinister,excited,watched,8.1,1,99
user_6872,movie_226,Central Intelligence,happy,watched,6.2,0,162
user_7023,movie_227,Pulp Fiction,excited,watched,7.5,1,171
user_8720,movie_228,X-Men: Days of Future Past,angry,watched,7.6,1,104
user_4778,movie_229,Into the Wild,happy,watched,8.3,1,153
user_2415,movie_230,Knives Out,happy,watched,8.6,1,136
user_1679,movie_231,Insidious,sad,watched,7.1,1,102
user_2550,movie_232,The Lion King,calm,watched,9.0,1,142
user_3501,movie_233,March of the Penguins,happy,browsed,7.0,0,154
user_2008,movie_234,Drive,angry,watched,9.0,1,91
user_6760,movie_235,Tropic Thunder,sad,watched,7.1,0,160
user_5387,movie_236,Kingsman,calm,watched,9.6,1,96
user_1559,movie_237,American Beauty,sad,watched,6.8,0,103
user_6203,movie_238,The Notebook,happy,watched,9.3,1,165
user_4885,movie_239,Divergent,sad,browsed,9.6,0,152
user_2060,movie_240,Wall-E,sad,watched,7.1,1,165
user_5523,movie_241,Planet Earth,happy,watched,6.8,0,134
user_9065,movie_242,Coco,stressed,watched,9.6,0,154
user_7009,movie_243,Roman Holiday,angry,browsed,8.2,0,169
user_1649,movie_244,Black Swan,happy,watched,7.6,1,114
user_6336,movie_245,Kingsman,sad,browsed,9.0,0,158
user_2498,movie_246,The Lion King,happy,watched,7.9,1,166
user_2772,movie_247,Planet Earth,angry,watched,8.2,1,100
user_4880,movie_248,Parasite,calm,watched,8.8,0,154
user_5861,movie_249,Into the Wild,happy,browsed,8.0,0,82
user_7261,movie_250,Fast & Furious,calm,watched,9.9,1,161
user_4962,movie_251,Black Panther,calm,watched,8.8,1,95
user_1034,movie_252,Insidious,neutral,watched,10.0,1,174
user_8275,movie_253,Erin Brockovich,sad,watched,9.1,1,99
user_2873,movie_254,Jump Street,happy,watched,9.1,1,135
user_2292,movie_255,Deadpool,sad,watched,7.7,1,148
user_6962,movie_256,Superbad,happy,watched,7.2,1,143
user_8064,movie_257,Finding Nemo,calm,watched,8.5,1,80
user_5220,movie_258,Insidious,excited,watched,7.4,1,115
user_2702,movie_259,Moneyball,calm,watched,7.2,1,112
user_7242,movie_260,Kingsman,excited,watched,8.6,0,137
user_4764,movie_261,Planet Earth,happy,watched,8.6,0,153
user_5506,movie_262,Black Panther,angry,watched,9.0,1,84
user_1544,movie_263,Thor,neutral,watched,9.1,0,158
user_7848,movie_264,Tropic Thunder,happy,watched,7.5,1,136
user_6452,movie_265,Inside Out,excited,watched,8.9,0,134
user_8058,movie_266,Murder on the Orient Express,happy,watched,8.2,0,154
user_8815,movie_267,Knives Out,calm,watched,6.7,0,133
user_6569,movie_268,Frozen Planet,happy,watched,8.2,1,94
user_4801,movie_269,A Quiet Place,angry,watched,7.5,1,172
user_4419,movie_270,Coco,calm,watched,9.3,0,169
user_8269,movie_271,Into the Wild,calm,watched,7.1,0,121
user_5113,movie_272,The Matrix,neutral,watched,7.0,1,110
user_7898,movie_273,Arrival,angry,watched,6.5,0,85
user_4766,movie_274,Atomic Blonde,happy,watched,7.4,1,126
user_1864,movie_275,Gladiator,happy,watched,8.4,1,95
user_5129,movie_276,A Quiet Place,happy,watched,8.9,0,82
user_3373,movie_277,Frozen,calm,watched,8.7,1,102
user_7045,movie_278,Black Panther,neutral,watched,9.2,1,111
user_9853,movie_279,The Big Short,neutral,watched,8.3,1,164
user_4039,movie_280,Interstellar,excited,watched,8.4,0,157
user_7002,movie_281,The Matrix,calm,watched,8.3,1,169
user_1895,movie_282,Sinister,neutral,watched,8.2,1,125
user_4878,movie_283,Se7en,calm,watched,8.1,1,166
user_6129,movie_284,Deadpool,angry,browsed,8.2,0,82
user_6288,movie_285,The Avengers,happy,watched,8.7,1,157
user_9944,movie_286,Se7en,excited,watched,8.3,1,81
user_9321,movie_287,La La Land,neutral,browsed,8.3,0,160
user_1012,movie_288,Interstellar,happy,watched,8.4,1,87
user_4867,movie_289,Wall-E,neutral,watched,7.2,0,88
user_7142,movie_290,The Karate Kid,angry,watched,7.0,0,161
user_1189,movie_291,Baby Driver,sad,watched,6.9,0,146
user_4742,movie_292,The Great Barrier Reef,angry,watched,7.2,0,106
user_2233,movie_293,Fight Club,neutral,watched,5.7,0,82
user_4676,movie_294,The Wolf of Wall Street,excited,watched,9.6,1,139
user_8240,movie_295,Mad Max: Fury Road,angry,watched,7.6,0,121
user_1559,movie_296,Jaws,calm,watched,7.7,0,126
user_6080,movie_297,Jump Street,neutral,browsed,8.4,0,147
user_5462,movie_298,The Fault in Our Stars,stressed,watched,8.3,1,128
user_5400,movie_299,The Hunger Games,neutral,browsed,7.0,0,163
user_3999,movie_300,Baby Driver,excited,watched,7.8,1,118
user_3556,movie_301,Jaws,stressed,watched,8.9,1,149
user_5221,movie_302,Zodiac,neutral,watched,8.0,1,167
user_5920,movie_303,Horrible Bosses,angry,watched,6.4,0,164
user_5889,movie_304,Iron Man,calm,watched,7.3,1,126
user_1423,movie_305,Spider-Man: Homecoming,stressed,browsed,7.1,0,134
user_1408,movie_306,Inception,stressed,watched,8.4,1,157
user_3946,movie_307,Forrest Gump,sad,watched,9.8,1,115
user_8772,movie_308,Interstellar,stressed,watched,7.0,1,122
user_1538,movie_309,Tropic Thunder,neutral,watched,7.2,1,101
user_1035,movie_310,Se7en,happy,watched,7.8,1,125
user_1753,movie_311,X-Men: Days of Future Past,calm,watched,7.6,1,174
user_7548,movie_312,Finding Nemo,sad,watched,7.4,1,89
user_9022,movie_313,American Beauty,calm,watched,8.3,1,165
user_7159,movie_314,Black Panther,neutral,watched,7.6,1,106
user_2487,movie_315,Casablanca,stressed,watched,6.4,0,133
user_5248,movie_316,Fast & Furious,angry,watched,6.8,0,108
user_8994,movie_317,Inside Out,sad,watched,5.9,0,115
user_9862,movie_318,Moneyball,neutral,watched,8.6,1,167
user_3547,movie_319,Central Intelligence,stressed,watched,8.0,1,109
user_7147,movie_320,The Hunger Games,neutral,watched,6.3,0,161
user_3512,movie_321,Why Did You Kill Me,happy,watched,8.2,1,177
user_5629,movie_322,La La Land,neutral,watched,8.3,0,87
user_1795,movie_323,Erin Brockovich,happy,watched,7.3,1,80
user_8944,movie_324,March of the Penguins,calm,watched,7.4,1,153
user_6968,movie_325,The Maze Runner,sad,watched,9.4,1,151
user_3614,movie_326,Jump Street,excited,browsed,8.6,0,102
user_5805,movie_327,Mean Girls,neutral,browsed,6.8,0,101
user_7396,movie_328,Atomic Blonde,happy,watched,7.9,1,163
user_3065,movie_329,Ratatouille,angry,watched,9.1,0,93
user_2492,movie_330,Bridesmaids,calm,watched,8.7,1,130
user_8342,movie_331,Trainspotting,happy,watched,8.2,0,134
user_6808,movie_332,Scarface,sad,watched,6.9,0,141
user_8762,movie_333,The Wolf of Wall Street,neutral,watched,6.3,0,124
user_9925,movie_334,The Wolf of Wall Street,calm,watched,8.1,1,169
user_3315,movie_335,Blue Planet,angry,watched,7.4,0,156
user_2224,movie_336,Black Panther,calm,watched,8.8,1,88
user_8915,movie_337,Gladiator,excited,watched,7.5,0,136
user_9837,movie_338,The Dark Knight,excited,watched,8.4,1,112
user_8318,movie_339,Planet Earth,sad,watched,8.4,1,100
user_7382,movie_340,127 Hours,sad,watched,8.4,1,121
user_9780,movie_341,The Dark Knight,happy,watched,8.3,1,175
user_1206,movie_342,Sherlock Holmes,calm,browsed,7.2,0,93
user_3503,movie_343,The Silence of the Lambs,happy,watched,7.5,1,102
user_5811,movie_344,Pulp Fiction,excited,watched,8.2,1,107
user_9616,movie_345,Mission: Impossible,sad,watched,8.3,0,173
user_2294,movie_346,X-Men: Days of Future Past,happy,watched,7.7,1,166
user_3390,movie_347,Rocky,excited,watched,9.5,1,151
user_7724,movie_348,Our Planet,happy,watched,8.0,1,167
user_3915,movie_349,Good Will Hunting,happy,watched,9.2,1,174
user_1320,movie_350,Ratatouille,happy,watched,6.0,0,131
user_8768,movie_351,127 Hours,stressed,watched,9.2,1,144
user_4638,movie_352,Insidious,sad,watched,7.9,0,113
user_5259,movie_353,The Great Barrier Reef,stressed,watched,7.0,1,81
user_6775,movie_354,American Beauty,stressed,watched,8.6,0,144
user_1598,movie_355,Black Swan,neutral,watched,9.1,1,121
user_2086,movie_356,Inception,happy,watched,6.4,0,173
user_6491,movie_357,Knives Out,neutral,watched,9.8,1,98
user_7956,movie_358,Toy Story,excited,watched,7.5,1,93
user_6824,movie_359,The Hunger Games,angry,watched,9.8,1,98
user_8628,movie_360,Up,calm,watched,8.2,1,113
user_8055,movie_361,Toy Story,stressed,browsed,7.3,0,176
user_3154,movie_362,The Dark Knight,neutral,watched,6.6,0,151
user_8606,movie_363,Insidious,excited,watched,7.5,1,142
user_8281,movie_364,Jump Street,excited,browsed,8.5,0,175
user_6162,movie_365,Moneyball,sad,watched,8.8,1,163
user_5178,movie_366,Horrible Bosses,happy,watched,9.7,1,115
user_2153,movie_367,Parasite,angry,watched,7.5,1,80
user_7480,movie_368,Central Intelligence,happy,watched,7.8,1,152
user_4722,movie_369,Why Did You Kill Me,happy,browsed,7.6,0,113
user_1635,movie_370,Good Will Hunting,angry,watched,8.2,1,144
user_1885,movie_371,Casablanca,happy,watched,8.5,1,139
user_4683,movie_372,Central Intelligence,angry,watched,8.6,1,114
user_6245,movie_373,Bridesmaids,neutral,watched,8.0,1,155
user_1446,movie_374,Zodiac,angry,watched,9.7,1,163
user_2706,movie_375,Life,stressed,watched,10.0,1,102
user_6740,movie_376,The Maze Runner,sad,browsed,8.4,0,97
user_6306,movie_377,Hacksaw Ridge,excited,watched,8.6,1,115
user_1297,movie_378,Zodiac,calm,browsed,9.8,0,144
user_6751,movie_379,The Dark Knight,calm,watched,6.1,0,111
user_1355,movie_380,Whiplash,calm,watched,5.9,0,167
user_1264,movie_381,The Game,calm,watched,9.4,0,156
user_9892,movie_382,Our Planet,calm,watched,7.1,1,123
